canonical_id,cnn_exp1,cnn_exp2,cnn_exp3,cnn_exp4,cnn_exp5,gat_exp1,gat_exp2,gat_exp3,gat_exp4,gat_exp5,gcn_exp1,gcn_exp2,gcn_exp3,gcn_exp4,gcn_exp5,gnn_exp1,gnn_exp2,gnn_exp3,gnn_exp4,gnn_exp5
box6619,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
box6620,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False
box6677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
box6692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
box6693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
box6707,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False
box6722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
box6724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
box6725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
box6739,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False
box6767,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
box6782,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
box6787,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True
box6802,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True
box681,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True
box682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
box6939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
box6955,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False
box7055,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
box7084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
box7117,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
box7127,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
box7142,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False
box7148,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
box7159,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
box7162,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True
box7414,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
box7460,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
box7492,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
box7538,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,True
box7820,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True
box7821,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
box7835,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True
box7848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
box7855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
box7879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
box7883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
box7884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
box7898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
box8149,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
box8164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
box8165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
box8179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
box8180,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
box8183,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
box8199,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False
box8241,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True
box8539,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True
box8542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
box8543,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True
box8553,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True
box8555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
box8559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
box8574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
box8918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
box8919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
box8931,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False
box8932,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True
box8933,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True
box8948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
box950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
box952,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
box953,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
box967,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
box978,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True
box982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
box992,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
box993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
